Year ended March,Region,Region Code,Industry,Measure,Value,Value Unit,Value Label,Null Reason,Metadata 1
2000,Northland,Northland Region,Agriculture,Regional GDP by industry,327,nzd,NZD millions,
2000,Northland,Northland Region,"Forestry, Fishing, and Mining",Regional GDP by industry,166,nzd,NZD millions,
2000,Northland,Northland Region,"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Regional GDP by industry,213,nzd,NZD millions,
2000,Northland,Northland Region,Primary Manufacturing,Regional GDP by industry,,nzd,NZD millions,confidential
2000,Northland,Northland Region,Other Manufacturing,Regional GDP by industry,,nzd,NZD millions,confidential
2000,Northland,Northland Region,Manufacturing,Regional GDP by industry,410,nzd,NZD millions,
2000,Northland,Northland Region,"Electricity, Gas, Water, and Waste services",Regional GDP by industry,48,nzd,NZD millions,
2000,Northland,Northland Region,Construction,Regional GDP by industry,150,nzd,NZD millions,
2000,Northland,Northland Region,Wholesale Trade,Regional GDP by industry,76,nzd,NZD millions,
2000,Northland,Northland Region,Retail Trade,Regional GDP by industry,149,nzd,NZD millions,
2000,Northland,Northland Region,Accommodation and Food Services,Regional GDP by industry,53,nzd,NZD millions,
2000,Northland,Northland Region,Accommodation,Regional GDP by industry,18,nzd,NZD millions,
2000,Northland,Northland Region,Food and beverage services,Regional GDP by industry,35,nzd,NZD millions,
2000,Northland,Northland Region,"Transport, Postal and Warehousing",Regional GDP by industry,140,nzd,NZD millions,
2000,Northland,Northland Region,"Information Media, Telecommunications and Other Services",Regional GDP by industry,109,nzd,NZD millions,
2000,Northland,Northland Region,Financial and Insurance Services,Regional GDP by industry,61,nzd,NZD millions,
2000,Northland,Northland Region,"Rental, Hiring and Real Estate Services",Regional GDP by industry,173,nzd,NZD millions,
2000,Northland,Northland Region,Owner-Occupied Property Operation,Regional GDP by industry,286,nzd,NZD millions,
2000,Northland,Northland Region,"Professional, Scientific, and Technical Services",Regional GDP by industry,96,nzd,NZD millions,
2000,Northland,Northland Region,Administrative and Support Services,Regional GDP by industry,30,nzd,NZD millions,
2000,Northland,Northland Region,Public Administration and Safety,Regional GDP by industry,80,nzd,NZD millions,
2000,Northland,Northland Region,Education and Training,Regional GDP by industry,135,nzd,NZD millions,
2000,Northland,Northland Region,Health Care and Social Assistance,Regional GDP by industry,167,nzd,NZD millions,
2000,Northland,Northland Region,Total All Industries,Regional GDP by industry,2655,nzd,NZD millions,
2000,Northland,Northland Region,"GST on Production, Import Duties and Other Taxes",Regional GDP by industry,199,nzd,NZD millions,
2000,Northland,Northland Region,Gross Domestic Product,Regional GDP by industry,2854,nzd,NZD millions,
2000,Auckland,Auckland Region,Agriculture,Regional GDP by industry,182,nzd,NZD millions,
2000,Auckland,Auckland Region,"Forestry, Fishing, and Mining",Regional GDP by industry,212,nzd,NZD millions,
2000,Auckland,Auckland Region,"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Regional GDP by industry,996,nzd,NZD millions,
2000,Auckland,Auckland Region,Primary Manufacturing,Regional GDP by industry,3801,nzd,NZD millions,
2000,Auckland,Auckland Region,Other Manufacturing,Regional GDP by industry,3015,nzd,NZD millions,
2000,Auckland,Auckland Region,Manufacturing,Regional GDP by industry,6816,nzd,NZD millions,
2000,Auckland,Auckland Region,"Electricity, Gas, Water, and Waste services",Regional GDP by industry,783,nzd,NZD millions,
2000,Auckland,Auckland Region,Construction,Regional GDP by industry,1855,nzd,NZD millions,
2000,Auckland,Auckland Region,Wholesale Trade,Regional GDP by industry,3480,nzd,NZD millions,
2000,Auckland,Auckland Region,Retail Trade,Regional GDP by industry,1894,nzd,NZD millions,
2000,Auckland,Auckland Region,Accommodation and Food Services,Regional GDP by industry,665,nzd,NZD millions,
2000,Auckland,Auckland Region,Accommodation,Regional GDP by industry,223,nzd,NZD millions,
2000,Auckland,Auckland Region,Food and beverage services,Regional GDP by industry,442,nzd,NZD millions,
2000,Auckland,Auckland Region,"Transport, Postal and Warehousing",Regional GDP by industry,2012,nzd,NZD millions,
2000,Auckland,Auckland Region,"Information Media, Telecommunications and Other Services",Regional GDP by industry,3535,nzd,NZD millions,
2000,Auckland,Auckland Region,Financial and Insurance Services,Regional GDP by industry,2124,nzd,NZD millions,
2000,Auckland,Auckland Region,"Rental, Hiring and Real Estate Services",Regional GDP by industry,2585,nzd,NZD millions,
2000,Auckland,Auckland Region,Owner-Occupied Property Operation,Regional GDP by industry,2998,nzd,NZD millions,
2000,Auckland,Auckland Region,"Professional, Scientific, and Technical Services",Regional GDP by industry,3472,nzd,NZD millions,
2000,Auckland,Auckland Region,Administrative and Support Services,Regional GDP by industry,958,nzd,NZD millions,
2000,Auckland,Auckland Region,Public Administration and Safety,Regional GDP by industry,997,nzd,NZD millions,
2000,Auckland,Auckland Region,Education and Training,Regional GDP by industry,1455,nzd,NZD millions,
2000,Auckland,Auckland Region,Health Care and Social Assistance,Regional GDP by industry,1692,nzd,NZD millions,
2000,Auckland,Auckland Region,Total All Industries,Regional GDP by industry,37716,nzd,NZD millions,
2000,Auckland,Auckland Region,"GST on Production, Import Duties and Other Taxes",Regional GDP by industry,2823,nzd,NZD millions,
2000,Auckland,Auckland Region,Gross Domestic Product,Regional GDP by industry,40539,nzd,NZD millions,
2000,Waikato,Waikato Region,Agriculture,Regional GDP by industry,998,nzd,NZD millions,
2000,Waikato,Waikato Region,"Forestry, Fishing, and Mining",Regional GDP by industry,401,nzd,NZD millions,
2000,Waikato,Waikato Region,"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Regional GDP by industry,883,nzd,NZD millions,
2000,Waikato,Waikato Region,Primary Manufacturing,Regional GDP by industry,916,nzd,NZD millions,
2000,Waikato,Waikato Region,Other Manufacturing,Regional GDP by industry,419,nzd,NZD millions,
2000,Waikato,Waikato Region,Manufacturing,Regional GDP by industry,1335,nzd,NZD millions,
2000,Waikato,Waikato Region,"Electricity, Gas, Water, and Waste services",Regional GDP by industry,482,nzd,NZD millions,
2000,Waikato,Waikato Region,Construction,Regional GDP by industry,498,nzd,NZD millions,
2000,Waikato,Waikato Region,Wholesale Trade,Regional GDP by industry,303,nzd,NZD millions,
2000,Waikato,Waikato Region,Retail Trade,Regional GDP by industry,419,nzd,NZD millions,
2000,Waikato,Waikato Region,Accommodation and Food Services,Regional GDP by industry,165,nzd,NZD millions,
2000,Waikato,Waikato Region,Accommodation,Regional GDP by industry,55,nzd,NZD millions,
2000,Waikato,Waikato Region,Food and beverage services,Regional GDP by industry,110,nzd,NZD millions,
2000,Waikato,Waikato Region,"Transport, Postal and Warehousing",Regional GDP by industry,313,nzd,NZD millions,
2000,Waikato,Waikato Region,"Information Media, Telecommunications and Other Services",Regional GDP by industry,480,nzd,NZD millions,
2000,Waikato,Waikato Region,Financial and Insurance Services,Regional GDP by industry,208,nzd,NZD millions,
2000,Waikato,Waikato Region,"Rental, Hiring and Real Estate Services",Regional GDP by industry,590,nzd,NZD millions,
2000,Waikato,Waikato Region,Owner-Occupied Property Operation,Regional GDP by industry,733,nzd,NZD millions,
2000,Waikato,Waikato Region,"Professional, Scientific, and Technical Services",Regional GDP by industry,339,nzd,NZD millions,
2000,Waikato,Waikato Region,Administrative and Support Services,Regional GDP by industry,92,nzd,NZD millions,
2000,Waikato,Waikato Region,Public Administration and Safety,Regional GDP by industry,267,nzd,NZD millions,
2000,Waikato,Waikato Region,Education and Training,Regional GDP by industry,479,nzd,NZD millions,
2000,Waikato,Waikato Region,Health Care and Social Assistance,Regional GDP by industry,481,nzd,NZD millions,
2000,Waikato,Waikato Region,Total All Industries,Regional GDP by industry,8582,nzd,NZD millions,
2000,Waikato,Waikato Region,"GST on Production, Import Duties and Other Taxes",Regional GDP by industry,642,nzd,NZD millions,
2000,Waikato,Waikato Region,Gross Domestic Product,Regional GDP by industry,9224,nzd,NZD millions,
2000,Bay of Plenty,Bay of Plenty Region,Agriculture,Regional GDP by industry,412,nzd,NZD millions,
2000,Bay of Plenty,Bay of Plenty Region,"Forestry, Fishing, and Mining",Regional GDP by industry,323,nzd,NZD millions,
2000,Bay of Plenty,Bay of Plenty Region,"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Regional GDP by industry,457,nzd,NZD millions,
2000,Bay of Plenty,Bay of Plenty Region,Primary Manufacturing,Regional GDP by industry,824,nzd,NZD millions,
2000,Bay of Plenty,Bay of Plenty Region,Other Manufacturing,Regional GDP by industry,197,nzd,NZD millions,
2000,Bay of Plenty,Bay of Plenty Region,Manufacturing,Regional GDP by industry,1021,nzd,NZD millions,
2000,Bay of Plenty,Bay of Plenty Region,"Electricity, Gas, Water, and Waste services",Regional GDP by industry,134,nzd,NZD millions,
2000,Bay of Plenty,Bay of Plenty Region,Construction,Regional GDP by industry,318,nzd,NZD millions,
2000,Bay of Plenty,Bay of Plenty Region,Wholesale Trade,Regional GDP by industry,216,nzd,NZD millions,
2000,Bay of Plenty,Bay of Plenty Region,Retail Trade,Regional GDP by industry,302,nzd,NZD millions,
2000,Bay of Plenty,Bay of Plenty Region,Accommodation and Food Services,Regional GDP by industry,120,nzd,NZD millions,
2000,Bay of Plenty,Bay of Plenty Region,Accommodation,Regional GDP by industry,40,nzd,NZD millions,
2000,Bay of Plenty,Bay of Plenty Region,Food and beverage services,Regional GDP by industry,80,nzd,NZD millions,
2000,Bay of Plenty,Bay of Plenty Region,"Transport, Postal and Warehousing",Regional GDP by industry,370,nzd,NZD millions,
2000,Bay of Plenty,Bay of Plenty Region,"Information Media, Telecommunications and Other Services",Regional GDP by industry,217,nzd,NZD millions,
2000,Bay of Plenty,Bay of Plenty Region,Financial and Insurance Services,Regional GDP by industry,123,nzd,NZD millions,
2000,Bay of Plenty,Bay of Plenty Region,"Rental, Hiring and Real Estate Services",Regional GDP by industry,388,nzd,NZD millions,
2000,Bay of Plenty,Bay of Plenty Region,Owner-Occupied Property Operation,Regional GDP by industry,498,nzd,NZD millions,
2000,Bay of Plenty,Bay of Plenty Region,"Professional, Scientific, and Technical Services",Regional GDP by industry,235,nzd,NZD millions,
2000,Bay of Plenty,Bay of Plenty Region,Administrative and Support Services,Regional GDP by industry,77,nzd,NZD millions,
2000,Bay of Plenty,Bay of Plenty Region,Public Administration and Safety,Regional GDP by industry,151,nzd,NZD millions,
2000,Bay of Plenty,Bay of Plenty Region,Education and Training,Regional GDP by industry,212,nzd,NZD millions,
2000,Bay of Plenty,Bay of Plenty Region,Health Care and Social Assistance,Regional GDP by industry,312,nzd,NZD millions,
2000,Bay of Plenty,Bay of Plenty Region,Total All Industries,Regional GDP by industry,5430,nzd,NZD millions,
2000,Bay of Plenty,Bay of Plenty Region,"GST on Production, Import Duties and Other Taxes",Regional GDP by industry,406,nzd,NZD millions,
2000,Bay of Plenty,Bay of Plenty Region,Gross Domestic Product,Regional GDP by industry,5837,nzd,NZD millions,
2000,Gisborne,Gisborne Region,Agriculture,Regional GDP by industry,99,nzd,NZD millions,
2000,Gisborne,Gisborne Region,"Forestry, Fishing, and Mining",Regional GDP by industry,92,nzd,NZD millions,
2000,Gisborne,Gisborne Region,"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Regional GDP by industry,103,nzd,NZD millions,
2000,Gisborne,Gisborne Region,Primary Manufacturing,Regional GDP by industry,113,nzd,NZD millions,
2000,Gisborne,Gisborne Region,Other Manufacturing,Regional GDP by industry,19,nzd,NZD millions,
2000,Gisborne,Gisborne Region,Manufacturing,Regional GDP by industry,132,nzd,NZD millions,
2000,Gisborne,Gisborne Region,"Electricity, Gas, Water, and Waste services",Regional GDP by industry,11,nzd,NZD millions,
2000,Gisborne,Gisborne Region,Construction,Regional GDP by industry,55,nzd,NZD millions,
2000,Gisborne,Gisborne Region,Wholesale Trade,Regional GDP by industry,25,nzd,NZD millions,
2000,Gisborne,Gisborne Region,Retail Trade,Regional GDP by industry,49,nzd,NZD millions,
2000,Gisborne,Gisborne Region,Accommodation and Food Services,Regional GDP by industry,16,nzd,NZD millions,
2000,Gisborne,Gisborne Region,Accommodation,Regional GDP by industry,6,nzd,NZD millions,
2000,Gisborne,Gisborne Region,Food and beverage services,Regional GDP by industry,11,nzd,NZD millions,
2000,Gisborne,Gisborne Region,"Transport, Postal and Warehousing",Regional GDP by industry,57,nzd,NZD millions,
2000,Gisborne,Gisborne Region,"Information Media, Telecommunications and Other Services",Regional GDP by industry,38,nzd,NZD millions,
2000,Gisborne,Gisborne Region,Financial and Insurance Services,Regional GDP by industry,11,nzd,NZD millions,
2000,Gisborne,Gisborne Region,"Rental, Hiring and Real Estate Services",Regional GDP by industry,60,nzd,NZD millions,
2000,Gisborne,Gisborne Region,Owner-Occupied Property Operation,Regional GDP by industry,66,nzd,NZD millions,
2000,Gisborne,Gisborne Region,"Professional, Scientific, and Technical Services",Regional GDP by industry,32,nzd,NZD millions,
2000,Gisborne,Gisborne Region,Administrative and Support Services,Regional GDP by industry,13,nzd,NZD millions,
2000,Gisborne,Gisborne Region,Public Administration and Safety,Regional GDP by industry,34,nzd,NZD millions,
2000,Gisborne,Gisborne Region,Education and Training,Regional GDP by industry,53,nzd,NZD millions,
2000,Gisborne,Gisborne Region,Health Care and Social Assistance,Regional GDP by industry,59,nzd,NZD millions,
2000,Gisborne,Gisborne Region,Total All Industries,Regional GDP by industry,901,nzd,NZD millions,
2000,Gisborne,Gisborne Region,"GST on Production, Import Duties and Other Taxes",Regional GDP by industry,67,nzd,NZD millions,
2000,Gisborne,Gisborne Region,Gross Domestic Product,Regional GDP by industry,968,nzd,NZD millions,
2000,Hawke's Bay,Hawke's Bay Region,Agriculture,Regional GDP by industry,357,nzd,NZD millions,
2000,Hawke's Bay,Hawke's Bay Region,"Forestry, Fishing, and Mining",Regional GDP by industry,116,nzd,NZD millions,
2000,Hawke's Bay,Hawke's Bay Region,"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Regional GDP by industry,175,nzd,NZD millions,
2000,Hawke's Bay,Hawke's Bay Region,Primary Manufacturing,Regional GDP by industry,809,nzd,NZD millions,
2000,Hawke's Bay,Hawke's Bay Region,Other Manufacturing,Regional GDP by industry,128,nzd,NZD millions,
2000,Hawke's Bay,Hawke's Bay Region,Manufacturing,Regional GDP by industry,937,nzd,NZD millions,
2000,Hawke's Bay,Hawke's Bay Region,"Electricity, Gas, Water, and Waste services",Regional GDP by industry,59,nzd,NZD millions,
2000,Hawke's Bay,Hawke's Bay Region,Construction,Regional GDP by industry,174,nzd,NZD millions,
2000,Hawke's Bay,Hawke's Bay Region,Wholesale Trade,Regional GDP by industry,116,nzd,NZD millions,
2000,Hawke's Bay,Hawke's Bay Region,Retail Trade,Regional GDP by industry,164,nzd,NZD millions,
2000,Hawke's Bay,Hawke's Bay Region,Accommodation and Food Services,Regional GDP by industry,52,nzd,NZD millions,
2000,Hawke's Bay,Hawke's Bay Region,Accommodation,Regional GDP by industry,17,nzd,NZD millions,
2000,Hawke's Bay,Hawke's Bay Region,Food and beverage services,Regional GDP by industry,34,nzd,NZD millions,
2000,Hawke's Bay,Hawke's Bay Region,"Transport, Postal and Warehousing",Regional GDP by industry,178,nzd,NZD millions,
2000,Hawke's Bay,Hawke's Bay Region,"Information Media, Telecommunications and Other Services",Regional GDP by industry,105,nzd,NZD millions,
2000,Hawke's Bay,Hawke's Bay Region,Financial and Insurance Services,Regional GDP by industry,65,nzd,NZD millions,
2000,Hawke's Bay,Hawke's Bay Region,"Rental, Hiring and Real Estate Services",Regional GDP by industry,193,nzd,NZD millions,
2000,Hawke's Bay,Hawke's Bay Region,Owner-Occupied Property Operation,Regional GDP by industry,264,nzd,NZD millions,
2000,Hawke's Bay,Hawke's Bay Region,"Professional, Scientific, and Technical Services",Regional GDP by industry,130,nzd,NZD millions,
2000,Hawke's Bay,Hawke's Bay Region,Administrative and Support Services,Regional GDP by industry,50,nzd,NZD millions,
2000,Hawke's Bay,Hawke's Bay Region,Public Administration and Safety,Regional GDP by industry,107,nzd,NZD millions,
2000,Hawke's Bay,Hawke's Bay Region,Education and Training,Regional GDP by industry,129,nzd,NZD millions,
2000,Hawke's Bay,Hawke's Bay Region,Health Care and Social Assistance,Regional GDP by industry,190,nzd,NZD millions,
2000,Hawke's Bay,Hawke's Bay Region,Total All Industries,Regional GDP by industry,3386,nzd,NZD millions,
2000,Hawke's Bay,Hawke's Bay Region,"GST on Production, Import Duties and Other Taxes",Regional GDP by industry,253,nzd,NZD millions,
2000,Hawke's Bay,Hawke's Bay Region,Gross Domestic Product,Regional GDP by industry,3640,nzd,NZD millions,
2000,Taranaki,Taranaki Region,Agriculture,Regional GDP by industry,459,nzd,NZD millions,
2000,Taranaki,Taranaki Region,"Forestry, Fishing, and Mining",Regional GDP by industry,883,nzd,NZD millions,
2000,Taranaki,Taranaki Region,"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Regional GDP by industry,1193,nzd,NZD millions,
2000,Taranaki,Taranaki Region,Primary Manufacturing,Regional GDP by industry,396,nzd,NZD millions,
2000,Taranaki,Taranaki Region,Other Manufacturing,Regional GDP by industry,158,nzd,NZD millions,
2000,Taranaki,Taranaki Region,Manufacturing,Regional GDP by industry,554,nzd,NZD millions,
2000,Taranaki,Taranaki Region,"Electricity, Gas, Water, and Waste services",Regional GDP by industry,310,nzd,NZD millions,
2000,Taranaki,Taranaki Region,Construction,Regional GDP by industry,125,nzd,NZD millions,
2000,Taranaki,Taranaki Region,Wholesale Trade,Regional GDP by industry,112,nzd,NZD millions,
2000,Taranaki,Taranaki Region,Retail Trade,Regional GDP by industry,117,nzd,NZD millions,
2000,Taranaki,Taranaki Region,Accommodation and Food Services,Regional GDP by industry,37,nzd,NZD millions,
2000,Taranaki,Taranaki Region,Accommodation,Regional GDP by industry,12,nzd,NZD millions,
